Código;Nome;Categoria;Stock;Valor Unit.;Valor Total
;Manipulado Ciclosporina 50mg/ml - 40ml;Medicamentos;0.00;0;0
;Senvelgo - Frasco 12ml;Medicamentos;0.00;0;0
;Daxocox 100mg - Caixa 12 comprimidos;Medicamentos;0.00;0;0
;Stubbs S-Allergo - 30 comprimidos;Suplemento;4.00;57;57
;SP FPD KITTEN 1,2 KG - não existe;Felídeos - Rações;0.00;0;0
;AD Cat Young Sterilized Chicken and Rice 1,5kg;Felídeos - Ração - Seca;5.00;48,3;48,3
;AD Dog Snacks Puppy 150g;Canídeos - Ração - Seca;9.00;17,82;17,82
;Toalhitas Inodorina Aloe Vera 40un;Bem-estar Animal;0.00;0;0
;TOW Prey Cão Peru 11,3Kg;Canídeos - Ração - Seca;0.00;0;0
;Fio sutura 3/0 T (Premilene/Optilene);Consumíveis;15.00;0;0
;Ataxxa 500/100mg Cão 4-10kg - pipeta;Canídeos - Desp.externo;15.00;45,75;45,75
;SP FPD Kitten 2Kg;Felídeos - Rações;0.00;0;0
;AD Cat Kitten Chicken and Rice 1,5kg;Felídeos - Ração - Seca;1.00;9,66;9,66
;SP CPD-S Puppy Small Breed 2,5Kg;Canídeos - Ração - Seca;0.00;0;0
;RC Cat Gastro Intestinal Moderate Calorie - 2kg;Felídeos - Ração - Seca;0.00;0;0
;Fato pós-cirurgia cão Tm03 Macho - Azul;Bem-estar Animal;0.00;0;0
;Toalhitas Inodorina Talco 40un;Bem-estar Animal;0.00;0;0
;Semintra sol. oral 4mg/ml - embalagem 30ml;Medicamentos;0.00;0;0
;AD Dog Maxi Puppy Chicken and Rice 3kg;Canídeos - Ração - Seca;0.00;0;0
;RC Kit Renal;Felídeos - Rações;0.00;0;0
;Fio Sutura 3/0 O (Premilene/Optilene HR26);Consumíveis;3.00;0;0
;SP FGD Senior 2Kg;Felídeos - Ração - Seca;0.00;0;0
;AD Dog Yorkshire Terrier 1,5kg;Canídeos - Ração - Seca;2.00;19,32;19,32
;Fato pós-cirurgia cão Tm11 Macho/Fêmea - Verde;Bem-estar Animal;0.00;0;0
;Fato pós-cirurgia cão Tm04 Macho - Azul;Bem-estar Animal;0.00;0;0
;TOW CÃO PUPPY BISONTE 2KG - H. Prairie;Canídeos - Ração - Seca;0.00;0;0
;AD Dog Wet Gastroenteric 150g - Saqueta;Canídeos - Ração - Húmida;4.00;5,8;5,8
;GimCat Relax - Pasta 50g;Suplemento;0.00;0;0
;2024 Kong Holiday Wubba Rena Natal;Outros;0.00;0;0
;Zylkene 450mg - 1 Blister;Suplemento;27.00;264,87;264,87
;RC Dog Gastro Intestinal Low fat - 6Kg;Canídeos - Ração - Seca;0.00;0;0
;SP FXD Adult 2Kg;Felídeos - Ração - Seca;0.00;0;0
;LI Dog Mini 3kg;Canídeos - Ração - Seca;0.00;0;0
;Ampicilina - ampola *f;Injectáveis;0.00;0;0
;Synacthen Depot 1mg/ml - 1 embalagem;Injectáveis;0.00;0;0
;Virbagen Omega 10MU - ampola;Injectáveis;0.00;0;0
;2024 Kong Holiday Yeti Natal;Outros;0.00;0;0
;RC Dog Gastro Intestinal Low Fat Small Dog - 1,5kg;Canídeos - Ração - Seca;0.00;0;0
;SP FKD KIDNEY SUPPORT 1 KG - não existe;Felídeos - Ração - Seca;0.00;0;0
;Manipulado ciclosporina oftalmológico;Medicamentos;0.00;0;0
;Partovet 50ml *f;Injectáveis;0.00;0;0
;Kaminox 60ml;Suplemento;0.00;0;0
;AD Dog Wet Weight Balance 150g - Saqueta;Canídeos - Ração - Húmida;9.00;9,99;9,99
;Kong - Holiday Dog Whipples XL Natal 2023;Outros;0.00;0;0
;Fio sutura 3/0 O (Monosyn);Consumíveis;49.00;0;0
;SP FKD Kidney Support 2Kg;Felídeos - Ração - Seca;0.00;0;0
;Loxicom/Meloxoral oral gato *f;Medicamentos;11.00;165,88;165,88
;AD Dog Mini Puppy Chicken and Rice 7kg;Canídeos - Ração - Seca;0.00;0;0
;Vetoryl 10mg - embalagem de 30 cápsulas;Medicamentos;0.00;0;0
;AD Dog Wet Atopica 150g - Saqueta;Canídeos - Ração - Húmida;26.00;0;0
;Kong - Holiday Comfort Polar Bear Natal 2023;Outros;0.00;0;0
;Fio Sutura 2/0 O (Premilene/Optilene HR26);Consumíveis;10.00;0;0
;Brinquedo cão Harry Potter;Outros;0.00;0;0
;SP FID DIGESTIVE SUPPORT 1 KG - não existe;Felídeos - Ração - Seca;0.00;0;0
;Areia Sanicat Evolution Senior 6 Lt - NAO EXISTE;Bem-estar Animal;0.00;0;0
;Fato pós-cirurgia cão Tm06 Macho - Azul;Bem-estar Animal;0.00;0;0
;Cimalgex 80mg - 1 comprimido;Medicamentos;0.00;0;0
;WeNzyme - 1 embalagem;Suplemento;0.00;0;0
;AD Cat Wet Gastroenteric 85g - Saqueta;Felídeos - Ração - Húmida;6.00;6,42;6,42
;2024 Kong Holiday Cat Teaser Loopz Natal;Outros;0.00;0;0
;Brinquedo cão Yoda;Outros;0.00;0;0
;Amanova Adult Exigent All Breeds Iberian Pork 2kg;Canideos e Felídeos - Ração - Seca;1.00;10,39;10,39
;SP FSD STRUVITE DISSOLUTION 1,5 KG;Felídeos - Ração - Seca;0.00;0;0
;Areia Sanicat Ultra Aglomerante Mediterranea 15 Lt - NAO EXISTE;Bem-estar Animal;0.00;0;0
;SP FDW Food Allergy 100g;Felídeos - Ração - Húmida;0.00;0;0
;PEITORAL PUPPIA SOFT CAMUFLADO M;Bem-estar Animal;0.00;0;0
;Otimectin gel - embalagem 10g;Medicamentos;0.00;0;0
;Phenoleptil 100mg - Caixa;Medicamentos;2.00;49,96;49,96
;AD Cat Wet Renal 85g - Saqueta;Felídeos - Ração - Húmida;20.00;0;0
;Kong - Holiday Cat Refillables Reindeer Natal 2023;Outros;0.00;0;0
;Amanova Adult Medium Frango&Quinoa 2Kg Exquisite Chicken;Canídeos - Ração;0.00;0;0
;HPM Cat KJ1 Kidney & Joint Early 3kg;Canideos e Felídeos - Ração - Seca;0.00;0;0
;SP FXW ADULTO 100 GR;Felídeos - Ração - Húmida;0.00;0;0
;Colar 30 confort;Consumíveis;12.00;72,96;72,96
;Upcard 3mg - Torasemida - Blister de 10 comprimidos;Medicamentos;31.00;212,04;212,04
;Itrafungol oral gato 10mg/ml - embalagem 52ml;Medicamentos;0.00;0;0
;AD Cat Wet Urinary 85g - Saqueta;Felídeos - Ração - Húmida;26.00;18,46;18,46
;Cobalin - 60 cápsulas;Suplemento;0.00;0;0
;RC Cat Skin & Coat 1,5Kg;Felídeos - Ração - Seca;0.00;0;0
;Toalhitas Ferribiella Água Micelar e Óleo de Aragão;Bem-estar Animal;2.00;3,62;3,62
;HPM Cat Adult Neutered With Salmon - Saqueta 85g;Felídeos - Ração - Húmida;0.00;0;0
;SP FSW STRUVITE 100 GR;Felídeos - Ração - Húmida;27.00;25,11;25,11
;Famvir 125mg - comprimido;Medicamentos;0.00;0;0
;Corta unhas de felídeo;Bem-estar Animal;0.00;0;0
;XXXXÁc. Ursodesoxicólico 80mg - embalagem de 100 cáps.;Medicamentos;0.00;0;0
;AD Dog&Cat Wet Recovery 100g - Saqueta;Canideos e Felídeos - Ração - Húmida;11.00;8,91;8,91
;Toalhitas Ferribiella Coconut;Bem-estar Animal;0.00;0;0
;Churu Cat Fun Bites Frango (8x12g);Felídeos - Ração - Húmida;0.00;0;0
;SP FPW KITTEN 100 GR;Felídeos - Ração - Húmida;0.00;0;0
;Stronghold 060mg - 05,1-10,0kg - caixa *c;Canídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Applaws Cat Kitten Chicken 400g;Felídeos - Ração - Seca;0.00;0;0
;Dermoscent mousse gatos 150ml;Bem-estar Animal;0.00;0;0
;Amanova Gato Atum e Caranguejo - lata 70g;Felídeos - Ração - Húmida;39.00;33,54;33,54
;Churu Cat Fun Bites Frango e Abóbora (8x12g);Felídeos - Ração - Húmida;1.00;4,6;4,6
;Royal Canin Training Treats - embalagem 110g;Canídeos - Ração - Seca;2.00;4,3;4,3
;SP F/C-REC-W RECOVERY PLUS 95 GR;Canideos e Felídeos - Ração - Húmida;0.00;0;0
;Gorban - 100ml;Animais de produção - Medicamentos;0.00;0;0
;Stronghold 120mg - 10,1-20,0kg - caixa *c;Canídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Dermoscent mousse cães 150ml;Bem-estar Animal;0.00;0;0
;Amanova Cao Peru Delight 100g;Canídeos - Ração - Húmida;1.00;0,86;0,86
;Churu Cat Fun Bites Frango e Atum (8x12g);Felídeos - Ração - Húmida;0.00;0;0
;Numelvi 31,6mg - blister de 30 comprimidos;Medicamentos;10.00;461,4;461,4
;SP FKW KIDNEY SUPPORT 100 GR;Felídeos - Ração - Húmida;53.00;51,41;51,41
;x_Spray para Clorhexidina *f (aproveitar);Consumíveis;0.00;0;0
;Stronghold 060mg - 05,1-10,0kg - pipeta;Canídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Stronghold Plus gato 5-10kg - pipeta;Felídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Sileo 0,1mg/ml gel - embalagem 3ml;Medicamentos;0.00;0;0
;Antisept - Spray antisetico 100ml;Tratamentos;8.00;47,6;47,6
;Purina Gourmet Perle Carne - Caixa (4x85g);Felídeos - Ração - Húmida;0.00;0;0
;Ownat Cat Author Sterilized Fresh Chicken 3Kg;Felídeos - Ração - Seca;0.00;0;0
;Amanova Cao Delicious Lamb 300g;Canídeos - Ração - Húmida;9.00;20,79;20,79
;Senvelgo - Frasco 30ml;Medicamentos;0.00;0;0
;Churu Dog Fun Bites Frango e Batata doce (8x12g);Canídeos - Ração - Húmida;0.00;0;0
;SP FIW DIGESTIVE SUPPORT 100 GR;Felídeos - Ração - Húmida;52.00;59,28;59,28
;Nutribound gato - 3x150ml;Medicamentos;0.00;0;0
;Stronghold 120mg - 10,1-20,0kg - pipeta;Canídeos - Desp.interno e externo - Pipeta;0.00;0;0
;Credelio 56,25mg 1,2-2,5Kg - Comprimido;Canídeos - Desp.externo - Comprimido s/ prev.dirofilariose;1.00;5,86;5,86
;Samilyn - embalagem;Suplemento;0.00;0;0
;Multiva Calming Raças Médias/Grandes;Suplemento;0.00;0;0
;Purina Gourmet Perle Peixe - Caixa (8x85g);Felídeos - Ração - Húmida;0.00;0;0
;Churu Dog Fun Bites Frango e Queijo (8x12g);Canídeos - Ração - Húmida;0.00;0;0
;SP CT-HY HYPOALLERGENIC TREATS 300 GR FA;Canídeos - Ração - Seca;0.00;0;0
;Ulcermin (sucralfato) - comprimido;Medicamentos;17.00;2,21;2,21
;Fato pós-cirurgia cão Tm12 Macho Dry - Azul;Bem-estar Animal;1.00;32,18;32,18
;AD Dog Maxi Light Chicken and Rice 12Kg;Canídeos - Ração - Seca;2.00;71,62;71,62
;Luvas de exame M;Consumíveis;0.00;0;0
;SP CT-HM HEALTHY TREATS MINI 275 GR FA;Canídeos - Ração - Seca;0.00;0;0
;Acalma - caixa 16 comprimidos;Medicamentos;0.00;0;0
;AD Dog Articular Care (+7anos) 3kg;Canídeos - Ração - Seca;0.00;0;0
;IRC VET - Gel 50mL;Suplemento;2.00;24,64;24,64
;Areia Golden Grey Master 14Kg;Outros;0.00;0;0
;RC Starter Small Dog - 1,5kg;Canídeos - Ração - Seca;0.00;0;0
;Escova Buster Large;Bem-estar Animal;1.00;18,75;18,75
;AD Dog Medium Light Chicken and Rice 3kg;Canídeos - Ração - Seca;0.00;0;0
;Areia Sanicat Bentonite Branca Talco Oriente 15 Lt - NAO EXISTE;Bem-estar Animal;0.00;0;0
;Fato pós-cirurgia gato Tm02 Dry Macho/Fêmea - Verde/Rosa;Bem-estar Animal;6.00;133,98;133,98
;Purina Proplan Diabetes (DM) lata 195g;Felídeos - Ração - Húmida;43.00;76,11;76,11
;Hepatosil Plus - Raças Médias - 30 comprimidos;Suplemento;1.00;41,71;41,71
;Churu Vet Cat Peixe - Saqueta 14g;Felídeos - Ração - Húmida;121.00;41,14;41,14
;Movoflex Gato - 30 chews;Suplemento;0.00;0;0
;RC Dog Gastro Intestinal Low fat - 1,5kg;Canídeos - Ração - Seca;2.00;20,5;20,5
;Bepanthene Plus - Creme;Medicamentos;0.00;0;0
;XXXMitex 20ml - embalagem;Medicamentos;0.00;0;0
;Tubo Endotraqueal 3.0;Consumíveis;1.00;2,11;2,11
;Churu Vet Cat Carne - Saqueta 14g;Felídeos - Ração - Húmida;131.00;44,54;44,54
;Amanova Cão Tasty Salmon & Turkey 100g;Canídeos - Ração - Húmida;0.00;0;0
;RC Dog Gastro Intestinal Low Fat - Lata 420g;Canídeos - Ração - Húmida;22.00;65,78;65,78
;Ciclosporina Teva 25mg;Medicamentos;0.00;0;0
;Kong snacks;Bem-estar Animal;0.00;0;0
;Tubo Endotraqueal 3.5;Consumíveis;1.00;2,11;2,11
;Fato Pós-Cirurgia Cão Tm15 Macho/Fêmea Dry - Rosa/verde;Bem-estar Animal;2.00;42,38;42,38
;Schesir Gato Frango/Ananás 85g - latinha;Felídeos - Ração - Húmida;1.00;1,23;1,23
;Kong - Flingaroo - brinquedo gato;Outros;0.00;0;0
;Amanova Cao Brilliant Beef & Chicken 100g;Canídeos - Ração - Húmida;6.00;5,16;5,16
;RC Cat Mother & Baby - 400g;Felídeos - Ração - Seca;3.00;16,08;16,08
;Tubo Endotraqueal 4.0;Consumíveis;0.00;0;0
;Fato Pós-Cirurgia Cão Tm14 Macho/Fêmea Dry - Rosa/verde;Bem-estar Animal;3.00;93,15;93,15
;Kong - Low stuff - binquedo cão   raposa rosa;Outros;0.00;0;0
;Churu Dog Bites Frango - Saqueta (8x96g);Canídeos - Ração;12.00;33,12;33,12
;Purina Proplan Urinary (UR) lata 195g;Felídeos - Ração - Húmida;20.00;35,4;35,4
;XNÃO EXISTEX RC Cat Neutered young male - 1,5kg;Felídeos - Ração - Seca;0.00;0;0
;Fato Buster pós-cirurgia gato - XXXS;Bem-estar Animal;0.00;0;0
;Purina Proplan Renal Frango (NF) 85g - Saqueta;Felídeos - Ração - Húmida;2.00;1,9;1,9
;Kong - Whoopz - brinquedo cão rosa;Outros;0.00;0;0
;AD Dog Maxi Senior Chicken and Rice 12kg;Canídeos - Ração - Seca;0.00;0;0
;Proplan Active Protect Cão Derma Salmão 10Kg;Canídeos - Ração - Seca;0.00;0;0
;Ubiflox 5mg - comprimido;Medicamentos;0.00;0;0
;Valben oral 2,5% - 5lt;Animais de produção - Medicamentos;0.00;0;0
;Fato Buster pós-cirurgia gato - XXS;Bem-estar Animal;1.00;0;0
;SP FRD Weight Redution 1,6Kg;Felídeos - Ração - Seca;0.00;0;0
;Zylkene 75mg - embalagem;Suplemento;0.00;0;0
;Cardalis 2,5/20mg - embalagem de 30 comprimidos;Medicamentos;0.00;0;0
;Purina Proplan Renal Salmão (NF) 85g - Saqueta;Felídeos - Ração - Húmida;4.00;3,8;3,8
;xxxx usar noutro produto;Outros;0.00;0;0
;Apoquel mastigável 16mg - blister 10 comprimidos;Medicamentos;22.00;0;0
;Omeprazol injectável - ampola *f;Injectáveis;23.00;37,03;37,03
;AD Dog Articular Care (+7anos) 12kg;Canídeos - Ração - Seca;2.00;79,58;79,58
;Fato pós-cirurgia cão Tm01 Macho/Fêmea - Rosa/branco;Bem-estar Animal;0.00;0;0
;Fato pós-cirurgia cão Tm02 Macho/Fêmea Dry - Rosa/verde;Bem-estar Animal;0.00;0;0
;SP FXD Adult 7Kg;Felídeos - Ração - Seca;0.00;0;0
;Enacard 05mg - blister de 7 comprimidos;Medicamentos;0.00;0;0
;AD Cat Sterilized Turkey and Barley 10kg;Felídeos - Ração - Seca;2.00;65,94;65,94
;Cutania GlycoBenz Shampoo 236ml;Tratamentos;0.00;0;0
;Schesir trial pack 5+2 saquetas mix;Felídeos - Ração - Húmida;0.00;0;0
;Rheumocam/Inflacam (meloxicam) 0,5mg/ml - embalagem de 3ml;Medicamentos;0.00;0;0
;Enacard 20mg - blister de 7 comprimidos;Medicamentos;0.00;0;0
;AD Cat Sterilized Turkey and Barley 3kg;Felídeos - Ração - Seca;5.00;71,05;71,05
;Aurizon / Otoxolan 20ml;Medicamentos;0.00;0;0
;Fibor - 500g;Suplemento;0.00;0;0
;AD Cat Urinary Sterilized Low Calorie 2.5Kg;Felídeos - Ração - Seca;0.00;0;0
;Schesir Gato Atum/Ananás 85g - saqueta;Felídeos - Ração - Húmida;0.00;0;0
;Trilotab 60mg - Caixa 30 comprimidos;Medicamentos;0.00;0;0
;AD Dog Gastroenteric Low Fat 800g;Canídeos - Ração - Seca;1.00;4,54;4,54
;Penso Buster Ear Cover L;Consumíveis;0.00;0;0
;Purina Proplan Diabetes Gato (DM) 1,5Kg;Felídeos - Ração - Seca;0.00;0;0
;AD Cat Sterilized Turkey and Barley 1,5kg;Felídeos - Ração - Seca;2.00;19,32;19,32
;Advantix cão 600 (40-60kg) - pipeta;Canídeos - Desp.externo - Pipeta;8.00;59,36;59,36
;Isathal (ácido fusídico) colírio 10mg/g - pomada 3g;Medicamentos;0.00;0;0
;Penso Buster Ear Cover S;Consumíveis;0.00;0;0
;HPM Senior Neutered Cat 3Kg;Felídeos - Ração - Seca;0.00;0;0
;Brinquedo Cão Hello Kitty;Outros;2.00;11,98;11,98
;Transportadora 55x36x35cm;Bem-estar Animal;0.00;0;0
;Drontal gato - comprimido;Felídeos - Desp.interno;0.00;0;0
;Doxybactin (doxiciclina) 400mg - comprimido;Medicamentos;105.00;194,25;194,25
;ProtecSativa Frasco 40ml;Suplemento;0.00;0;0
;Acticam / Loxicom / Meloxidolor injetável - frasco 20ml *f;Injectáveis;1.00;32,21;32,21
;NÃO USAR XXX Effivet - solução desinfectante - 60ml - Azul escuro;Tratamentos;0.00;0;0
;Toalhitas Inodorina Cipria 40un;Bem-estar Animal;0.00;0;0
;Pro-Enteric Triplex - 15ml;Suplemento;0.00;0;0
;SP FOD Skin Function Support 400g;Felídeos - Ração - Seca;0.00;0;0
;Fato pós-cirurgia cão Tm03 Macho Dry - Azul;Bem-estar Animal;1.00;21,5;21,5
;Schesir Gato Arroz/Frango/Carne 85g - latinha;Felídeos - Ração - Húmida;18.00;21,6;21,6
;Clomicalm 5mg - caixa de 30 comprimidos;Medicamentos;0.00;0;0
;Ancesol - frasco 100ml *f;Injectáveis;0.00;0;0
;Seringa de alimentação;Consumíveis;3.00;1,59;1,59
;Doxybactin/Doxycare (Doxiciclina) 200mg - comprimido;Medicamentos;170.00;125,8;125,8
;Omnicutis Atopicalm - 200 cápsulas;Suplemento;2.00;0;0
;Bioquimica - Ionograma;Análises - Simples;29.00;91,93;91,93
;Hipradog Multi (vacina pentavalente);Medicamentos;0.00;0;0
;Plaque-off classic cão 60g - embalagem;Suplemento;1.00;10,5;10,5
;Neptra - monodose;Medicamentos;6.00;107,58;107,58
;Galliprant 100mg - 1 comprimido;Medicamentos;0.00;0;0
;Ownat Dog Classic Lamb&Rice 20Kg;Canídeos - Ração - Seca;2.00;73,62;73,62
;Hidrogel 15gr (Askina );Medicamentos;0.00;0;0
;Euthasol / Exagon - frasco 250ml *f;Eutanásia;0.00;0;0
;Ovimilk 5Kg - Leite de substituição para borregos e cabritos;Suplemento;0.00;0;0
;Marbofloxacina (Marfloxin/Cruxial) 20mg - comprimido;Medicamentos;242.00;116,16;116,16
;AD Dog Snacks Appetite Control 150g;Canídeos - Ração - Seca;0.00;0;0
;Fato Pós-Cirurgia Cão Tm00 Macho/Fêmea Dry - Rosa/Verde;Bem-estar Animal;1.00;19,6;19,6
;Ownat Cat Classic Daily Care 4Kg;Felídeos - Ração - Seca;2.00;18,72;18,72
10;Vacina pentavalente DHPPi/L4;Canídeos - Vacinas;32.00;121,6;121,6
100;Bebedouro de viagem;Bem-estar Animal;0.00;0;0
101;Biberão + tetinas (conjunto);Bem-estar Animal;0.00;0;0
102;Cama de gatos Sunny Seat;Bem-estar Animal;2.00;42,68;42,68
103;Dental B - Tamanho S;Bem-estar Animal;0.00;0;0
104;Dental B - Tamanho M (7-20kg);Bem-estar Animal;0.00;0;0
105;Dental B - Tamanho L (+20kg);Bem-estar Animal;0.00;0;0
106;Escova Buster Medium (cor de rosa);Bem-estar Animal;2.00;37,3;37,3
107;Escova de silicone azul;Bem-estar Animal;0.00;0;0
108;Escova de silicone verde;Bem-estar Animal;0.00;0;0
109;Escova de silicone vermelha;Bem-estar Animal;0.00;0;0
11;Vacina tosse do canil - Eurican Pneumo;Canídeos - Vacinas;7.00;47,81;47,81
110;Escova de silicone amarela;Bem-estar Animal;0.00;0;0
111;Kit 2 dedeiras - escovas dentes (cuidado dental);Bem-estar Animal;0.00;0;0
112;Luva limpa patas;Bem-estar Animal;1.00;5,2;5,2
113;Mixol (leite para cães e gatos);Bem-estar Animal;0.00;0;0
114;Pente para pulgas;Bem-estar Animal;0.00;0;0
115;Apoptus;Medicamentos;0.00;0;0
116;Arthroquin - comprimido;Suplemento;0.00;0;0
117;Arthroquin - blister 12 *c;Suplemento;0.00;0;0
119;Atopica 25mg - blister de 5 comprimidos;Medicamentos;12.00;0;0
12;Vacina anti-rábica felinos;Felídeos - Vacinas;0.00;0;0
120;Aurizon 10ml - Embalagem;Medicamentos;4.00;48,56;48,56
121;Calcidélice;Medicamentos;0.00;0;0
122;Cephacare 250mg - comprimido;Medicamentos;0.00;0;0
123;Cerenia 24mg - comprimido;Medicamentos;33.00;94,71;94,71
124;Cerenia 60mg - comprimido;Medicamentos;20.00;100;100
125;Contralac 20mg - comprimido;Medicamentos;0.00;0;0
128;Enrocill/Enroxal 15mg - comprimido;Medicamentos;0.00;0;0
129;Enrox / Enrocill /Floxabactin /  Baytril 150mg - comprimido;Medicamentos;0.00;0;0
13;Vacina leucose felina FeLV;Felídeos - Vacinas;6.00;93,84;93,84
130;Enteral Care cão;Suplemento;0.00;0;0
131;Enteral Care gato;Suplemento;0.00;0;0
132;Ermidrá - champô;Bem-estar Animal;1.00;11,06;11,06
133;Flagyl xarope (Metronidazol);Medicamentos;0.00;0;0
134;Fluidixine gatos - comprimido - Já não existe;Medicamentos;0.00;0;0
135;Forbid 50g;Suplemento;1.00;7,92;7,92
137;Isaderm/Fuciderm gel;Medicamentos;0.00;0;0
138;Kelactin / Caliergolin 7ml;Medicamentos;0.00;0;0
139;Kelactin / Caliergolin 15ml;Medicamentos;0.00;0;0
14;Vacina quadrivalente RCPCh;Felídeos - Vacinas;16.00;119,36;119,36
140;KimiAdapt 35 (gatos) - 1 blister de 10 comprimidos;Medicamentos;0.00;0;0
142;Leisguard oral 60ml;Medicamentos;0.00;0;0
143;Leozin gel 50ml;Medicamentos;0.00;0;0
144;Lubrithal gel oftálmico 10g;Medicamentos;3.00;17,94;17,94
145;Malaseb champô;Medicamentos;6.00;74,04;74,04
146;NAO USAR Nicilan 250 (amoxicilina + ácido clavulânico) - comprimido;Medicamentos;0.00;0;0
147;Omnicutis/Omniomega - blister de 15 cápsulas;Suplemento;0.00;0;0
148;Omnimatrix pomada 20g;Medicamentos;4.00;31,64;31,64
149;Omniotic - ampola 5ml;Medicamentos;3.00;1,17;1,17
15;Procox - embalagem 7,5ml *f;Canídeos - Desp.interno - Suspensão;1.00;12,78;12,78
150;Omniotic - caixa *c;Medicamentos;0.00;0;0
151;Omniotic - frasco 120ml;Medicamentos;0.00;0;0
152;Oralade 500ml;Suplemento;0.00;0;0
153;Oridermyl pomada 10g;Medicamentos;0.00;0;0
154;Osurnia - tubos gel;Medicamentos;51.00;366,69;366,69
155;Pet Remedy Kit Difusor + Recarga;Medicamentos;0.00;0;0
156;Pet Remedy 2 recargas;Medicamentos;0.00;0;0
157;Previcox/Ficoxil 057mg - comprimido;Medicamentos;103.00;73,13;73,13
158;Previcox 057mg - caixa de 30 comprimidos *c;Medicamentos;0.00;0;0
159;Previcox/Ficoxil (firocoxib) 227mg - comprimido;Medicamentos;0.00;0;0
160;Previcox 227mg - caixa de 30 comprimidos *c;Medicamentos;0.00;0;0
161;Prodicol - blister;Medicamentos;0.00;0;0
162;Prodicol - embalagem;Medicamentos;0.00;0;0
163;Ulyte gel 20ml;Suplemento;0.00;0;0
164;Rimadyl / Rycarfa / Carprox / Karprovet 20mg - comprimido;Medicamentos;0.00;0;0
166;Rilexine (Cefalexina) 600mg - comprimido;Medicamentos;0.00;0;0
167;Rimadyl / Rycarfa 50mg - comprimido;Medicamentos;0.00;0;0
168;Rimadyl / Rycarfa 100mg - comprimido;Medicamentos;33.00;27,39;27,39
169;Romefen 5mg - comprimido;Medicamentos;0.00;0;0
17;Anthelmin Sabor / Zipyran Plus / Drontal Plus;Canídeos - Desp.interno - Comprimido s/ prev.dirofilariose;182.00;76,44;76,44
170;Romefen 20mg - comprimido;Medicamentos;0.00;0;0
171;Ronaxan (Doxiciclina) 20mg - comprimido;Medicamentos;32.00;15,36;15,36
172;Ronaxan (Doxiciclina) 100mg - comprimido;Medicamentos;3.00;3,6;3,6
173;Serimmun Pet;Medicamentos;0.00;0;0
174;Diazepam rectal (Stesolid) 5mg - ampola;Medicamentos;5.00;8,25;8,25
175;Diazepam rectal (Stesolid) 10mg - ampola;Medicamentos;2.00;3,48;3,48
176;Stomorgyl/Spizobactin - comprimido;Medicamentos;77.00;46,97;46,97
177;Cefalexina 75mg (Therius/Rilexine) - comprimido;Medicamentos;125.00;45;45
178;U-vita - caixa de 50 comprimidos;Suplemento;0.00;0;0
179;U-vita - gel para gatos;Suplemento;0.00;0;0
18;Anthelmin cães grandes / Zipyran Plus XL / Drontal XL;Canídeos - Desp.interno - Comprimido s/ prev.dirofilariose;20.00;13,2;13,2
180;WeBiotic - 12ml;Suplemento;0.00;0;0
181;WeDerm - 1 blister de 15 cápsulas;Suplemento;29.00;83,52;83,52
182;WeDerm - 1 caixa de 60 cápsulas *c;Suplemento;0.00;0;0
183;WeMalt 50g;Suplemento;33.00;127,05;127,05
184;WePaticare cão pequeno/gatos - embalagem;Suplemento;0.00;0;0
185;WePatic cão médio/grande - embalagem;Suplemento;11.00;242;242
186;Vetranquil - 1 comprimido;Medicamentos;0.00;0;0
187;Vetranquil - 1 embalagem;Medicamentos;0.00;0;0
189;Algália para cão 3.3;Consumíveis;0.00;0;0
19;Milbeguard/Milbactor/Milpro 02,5/25mg - cachorro;Canídeos - Desp.interno - Comprimido c/ prev.dirofilariose;258.00;273,48;273,48
190;Algália para cão 1.3;Consumíveis;0.00;0;0
191;Algália para gato 1.3;Consumíveis;11.00;0;0
193;Clorhexidina spray - NÃO EXISTE;Consumíveis;0.00;0;0
195;Colar 7,5;Consumíveis;0.00;0;0
196;Colar 10;Consumíveis;17.00;12,58;12,58
197;Colar 12,5;Consumíveis;0.00;0;0
198;Colar 15;Consumíveis;0.00;0;0
199;Colar 20;Consumíveis;0.00;0;0
20;Milbemax cachorro palatável;Canídeos - Desp.interno - Comprimido c/ prev.dirofilariose;0.00;0;0
200;Colar 25;Consumíveis;0.00;0;0
201;Colar 30;Consumíveis;0.00;0;0
202;Colar 35;Consumíveis;0.00;0;0
203;Colar 40;Consumíveis;0.00;0;0
204;Desinclor Clorhexidina c/sabão 0,8% 500ml c/doseador;Consumíveis;0.00;0;0
205;Gel lubrificante;Consumíveis;88.00;9,68;9,68
208;Resguardo grande *f;Consumíveis;2.00;12,08;12,08
21;Milbeguard 12,5/125mg - cão;Canídeos - Desp.interno - Comprimido c/ prev.dirofilariose;125.00;212,5;212,5
210;Regulador de fluxo *f;Consumíveis;7.00;15,05;15,05
214;Microchip - colocação e registo - Não existe;Bem-estar Animal;0.00;0;0
22;Milbemax cão palatável;Canídeos - Desp.interno - Comprimido c/ prev.dirofilariose;0.00;0;0
223;Adrenalina - ampola 1ml *f;Injectáveis;40.00;49,2;49,2
